GID_GRUMP	GEONAMEIDS	ASCIINAMES	GEONAME_POP	GRUMP_POP
66038	1253091	Vite	45973	40706
66048	1255004	Tandur	63239	50143
66055	1267076	Khammam	170503	112740
66068	1279306	Afzalpur	20094	18564
66069	1253744|1256922|1257431|1260168|1265767|1269843|1445156|1445378|7302810|7302826|7302828|7302845|7302856	"Gaddi Annaram|Ghatkesar|Hyderabad|Kukatpalli|Lal Bahadur Nagar|Malkajgiri|Patancheru|Quthbullapur|Sangareddi|Secunderabad|Serilingampalle|Singapur|Uppal Kalan"	5253636	5927839
66073	1608269	"Nong Bua Lamphu"	34401	34348
66091	1719251	Candon	11236	12270
66093	1606790	"Sakon Nakhon"	76237	65564
66096	3982170	"Tecpan de Galeana"	14638	28216
66097	3515643	"Tierra Colorada"	10202	15815
66099	3581194	"San Ignacio"	16812	13306
66101	1269751	Indi	34075	30787
66102	1256814	Seram	35134	39383
66106	1255344	Suriapet	111729	67872
66129	1274077	Chitapur	30139	28615
66134	4017984	"Atoyac de Alvarez"	21407	34209
66136	1259508	Pithapuram	52709	51396
66144	1271940	Farrukhnagar	39766	33465
66146	2381659	Aleg	15211	17441
66154	1253041|1256759	Shahabad|Wadi	83554	37032
66155	1257565|1259954|7180617	Peddapuram|Samalkot|vadlamuru	111064	98614
66156	3576022	"Saint John's"	24226	70630
66158	1262067	Nalgonda	121826	108411
66161	1285871	Nyaungdon	40092	34964
66163	1254858	Tasgaon	34933	32921
66164	1614336	"Ban Phan Don"	29211	80713
66168	1150533|1156257	"Ban Na|Sukhothai"	77174	36142
66175	1266416	Kodar	59170	43147
66183	1269057	Jevargi	20157	18727
66195	2448085	Agadez	124324	43288
66200	1268561|7302846	Kakinada|Ramanayyapeta	315246	445369
66206	71334	Sa'dah	51870	38277
66210	286621	Salalah	163140	170859
66213	1258932|1265886	Kovvur|Rajahmundry	345183	629191
66223	1292288	Thaton	123727	106065
66224	1605483	"That Phanom"	14424	13248
66229	1256214	Sindgi	33770	26366
66231	3590389|3595725	"Flores|San Benito"	51228	17538
66232	1319533	Kayan	40322	38138
66233	3522484	Ocosingo	28721	27083
66234	1261446	Nidadavole	44173	46682
66236	1258338	Ratnagiri	75986	64310
66244	1263012	Mirialguda	101234	88633
66246	1269570	Jaggayyapeta	41180	39699
66248	3374462	Mindelo	70611	62998
66255	1270627	Gurmatkal	18236	16544
66263	1265085	Lanja	13121	11948
66264	1266390	Kodoli	17537	20553
66271	102651|105299|110619	"Abu `Arish|Jizan|Sabya"	208477	195935
66275	1255264	Tadepallegudem	108167	101495
66276	1258756|1263898	Mandapeta|Ramachandrapuram	91829	201146
66277	1275701	Bijapur	271064	241136
66279	1582926	"Dong Ha"	17662	50561
66286	1150490	Tak	24149	21784
66289	1261110	Nuzvid	53391	49682
66293	3518461	"San Marcos"	12278	14652
66310	3523450	"Matias Romero"	21064	53592
66312	3533462|4012608	"Acapulco|Coyuca de Benitez"	664623	490093
66316	1261960	Nandigama	38219	38329
66318	1298824	Yangon	4477638	4070614
66319	1609043	"Lom Sak"	17309	10172
66320	3514027|3514189|3515086|3515484|3517517|3522507|3529915|3762770|8858131|8858159	"Cuilapan de Guerrero|Oaxaca|San Antonio de la Cal|Santa Cruz Amilpas|Santa Cruz Xoxocotlan|Tlacolula de Matamoros|Trinidad de Zaachila|Vicente Guerrero|Villa de Zaachila|Zimatlan de Alvarez"	427208	630519
66324	1291193	Thongwa	52496	49070
66327	1261823	Narayanpet	39041	37271
66335	1278208	Athni	42047	38513
66336	1252822	Yadgir	65376	57363
66337	1252795	Yanam	36896	30522
66339	1607708|1619276	"Bang Rakam|Phitsanulok"	120268	135859
66341	1328421	Pathein	237089	225576
66343	1254953	Tanuku	68290	100130
66349	1310362	Maubin	51542	51393
66352	3519537	"San Cristobal de las Casas"	128996	124474
66354	1264407	Mahbubnagar	136135	130395
66355	1256722	Shahpur	31422	29212
66357	367308|379127	"El Matama|Shendi"	64934	94072
66358	3530617	"Cintalapa de Figueroa"	33464	36684
66359	1273109	Devarkonda	29726	26587
66361	1272051	Eluru	183387	190513
66362	1290374	Twante	46516	43680
66363	1320944	Kanbe	58146	51548
66366	1295395	Syriam	69448	151357
66368	1609430	Kranuan	13475	27831
66375	1687801	Santiago	108414	22100
66376	3522343	Ometepec	17801	12408
66380	1258914	Rajapur	10718	10411
66383	1152188	"Mae Sot"	44563	39895
66390	2378538	Kiffa	40281	49166
66391	2377539	Nema	60000	51956
66398	3374218	"Santa Maria"	17231	11564
66400	1289828	Wakema	42705	40087
66405	3515001|3516499|3522444|3531013|3532254	"Berriozabal|Chiapa de Corzo|Ocozocuautla|Suchiapa|Tuxtla Gutierrez"	579140	594991
66417	1279123	Akividu	40413	37294
66422	1276782	"Basavana Bagevadi"	30827	27983
66425	3533483	Acala	12954	17104
66427	1275947	Bhimavaram	142967	136483
66428	3515938	Teopisca	12096	14144
66430	1268627	Kaikalur	20763	22351
66439	2376898	Rosso	48922	41180
66440	1256431	Shorapur	49501	42280
66449	1608597|1653316	Mukdahan|Savannakhet	107033	174972
66453	102451	Samitah	26945	43236
66454	1254727|1257416|1259083|1265539|1265811|1266285|1267904|1268651|1269502|1269834|1275814|1278296|8714565	Ashta|Bhudgaon|Ichalkaranji|Jaisingpur|Kagal|Karad|Kolhapur|Kudachi|Kurandvad|Rabkavi|Sangli|Shiraguppi|Terdal	1736964	2682367
66455	1269328	Jamkhandi	61690	56686
66457	1690033|1694167|1725983	"Bauang|Payocpoc Sur|San Fernando"	113219	74638
66458	1264647	Macherla	51039	48515
66461	1262230	"Nagar Karnul"	29439	25530
66472	2246544	Richard-Toll	44752	61969
66473	1255122	Talikota	27902	25773
66485	1580240	Hue	287217	327843
66492	3514916	"Union Hidalgo"	12736	17085
66497	1607725	Phichit	35760	33359
66500	1317397	Kyaiklat	52425	41409
66501	1274218	Chikodi	34984	32043
66502	1270801	Gudivada	116161	115522
66507	1610469	Kalasin	55102	46849
66508	1261309	Nipani	60351	57584
66517	1611026	"Chum Phae"	46335	44488
66520	1264457	Mahalingpur	32699	30148
66521	1257001	Sattenapalle	53603	50977
66523	1308464	Mawlamyinegyunn	39115	34149
66524	1607737	Phetchabun	50656	42276
66541	3526357|3526674	"Juchitan de Zaragoza|San Jeronimo Ixtepec"	90787	76135
66542	1308465	Mawlamyine	438861	402207
66543	1707123|1710441|1728930	"Baguio|Itogon|La Trinidad"	342379	317582
66544	3516926	"Santiago Pinotepa Nacional"	25669	24052
66547	1258269|1260792|1261852|1278935	Amalapuram|Narasapur|Palakollu|Razole	183541	1238827
66551	1153090	"Kamphaeng Phet"	58787	46717
66560	1262669	Muddebihal	31895	27383
66561	1253077|1253184|1255265|1266209|1268024|1271613|7302853	Gannavaram|Kankipadu|Kondapalle|Tadepalle|Vijayawada|Vuyyuru|Yanamalakuduru	1048072	1540297
66570	1252956	Wanparti	55182	49267
66572	1610459	Kamalasai	23393	19235
66573	3523240	"Miahuatlan de Porfirio Diaz"	17632	18208
66575	3514785	"Venustiano Carranza"	15074	16043
66583	1609776	"Khon Kaen"	147579	147284
66610	1259773	Phirangipuram	17335	18134
66614	1262663	Mudhol	47427	41976
66621	2457163	Gao	87000	61470
66629	1270668	Guntur	530577	625222
66630	1299237	Pyapon	65601	61811
66639	1257369	Sankeshwar	34549	32019
66640	1308415	Mudon	89123	76010
66644	1268035	Kankauli	15735	14407
66645	1609476	"Kosum Phisai"	10672	18289
66655	3578441|3578466|3578959|3578967	"Le Moule|Les Abymes|Sainte-Anne|Saint-Francois"	121341	193150
66656	1261848	Narasaraopet	97194	94909
66657	3816739	Arriaga	22820	27455
66659	1269908	Hukeri	20824	18396
66668	1271834	Gadhinglaj	26449	25119
66669	1271819	Gadwal	55952	50552
66676	1605754	"Taphan Hin"	21895	20421
66690	1259012	Raichur	225962	201650
66691	3524744|3530367	"Comitan|Las Margaritas"	183347	71175
66692	3516843|3520064	"Salina Cruz|Santo Domingo Tehuantepec"	111037	121324
66693	1277936	Bagalkot	97269	89764
66694	1259986|1264637	Machilipatnam|Pedana	223079	211226
66695	1608900	"Maha Sarakham"	51584	52103
66697	1264890	Lingsugur	29783	26725
66699	2378736	Kaedi	55374	51655
66708	1271067	Gokak	73478	93650
66714	1279154	Ajra	15864	13569
66715	1274861	Challapalle	16841	42957
66731	1610505	"Kaeng Khro"	29056	26689
66735	1276054	Bhattiprolu	18001	18679
66738	1274213	Chilakalurupet	94011	89396
66744	1269876	Hungund	19036	37133
66754	1264007	Malvan	18858	17724
66757	1259408|7302844	Ponnur|Ponnuru	113674	56511
66770	1270750	Guledagudda	33851	33222
66772	3816721	Tonala	32855	39017
66773	1253150	Vinukonda	61326	50619
66774	1614455	"Ban Phai"	35583	34107
66775	1607001	"Roi Et"	39328	45945
66779	1267239	Kerur	17928	16284
66781	1689603|1701872|1706188|1720508|1724956	"Binmaley|Calasiao|Lingayen|Mangaldan|San Jacinto"	224229	311317
66782	1262664	Mudgal	21006	18065
66783	1258201	Repalle	42967	40907
66784	1278122	Avanigadda	25761	27591
66789	1263594	Manvi	41647	36568
66791	1265809	Kudal	14432	13442
66792	1583992	"Da Nang"	752493	549957
66794	2246452	Saint-Louis	176000	161477
66803	1608191	"Nong Phai"	27756	23404
66806	3578447|3578467|3578682|3579023|3579585|3579732|3579767	Baie-Mahault|Basse-Terre|Capesterre-Belle-Eau|Lamentin|Petit-Bourg|Saint-Claude|Sainte-Rose	132055	168980
66808	1680197	Urdaneta	101037	32236
66824	1269784	Ilkal	56937	50722
66827	1278017	Badami	28314	25254
66839	1277183	Bapatla	70117	68661
66841	1256968	Savantvadi	23384	22680
66847	1580541	"Hoi An"	32757	41305
66860	1266070	Kosigi	15455	16825
66861	1261957	Nandikotkur	45343	40959
66870	1276533	Belgaum	428720	392569
66871	1278201	Atmakur	35137	21172
66874	1621060	"Amnat Charoen"	34769	32123
66877	1607617	Phon	14596	11531
66882	1277765	"Bail Hongal"	47063	42220
66883	1279356	Addanki	28547	30514
66890	3600026	"Puerto Cortez"	48013	55473
66900	1253220|1274106	Chirala|Vetapalem	125008	147694
66901	1611407	Chaiyaphum	58350	54020
66902	1604769	Yasothon	21643	28668
66905	3600931	Tela	29325	32818
66906	1256983	Saundatti	40091	37716
66907	333287	Keren	74800	41360
66908	1265446	Kushtagi	24180	20661
66909	1256207	Sindhnur	68793	59544
66916	1272045	Emmiganuru	80933	75494
66921	1271789	Gajendragarh	29749	27425
66922	1263504	Markapur	63982	57236
66931	3608248	"La Ceiba"	130218	121947
66935	1261800	Nargund	33403	31839
66941	3521476	Pijijiapan	15101	20820
66942	1699088	Munoz	37141	34715
66947	1608527	"Nakhon Sawan"	91802	92070
66948	3591062	"Puerto Barrios"	56605	34052
66949	75337	Hajjah	43549	44000
66950	1258061	Ron	22593	20976
66953	3517970	"San Pedro Pochutla"	13078	12659
66960	1695097	Paniqui	48261	22014
66963	78428	Amran	90792	60592
66968	3600704	Tocoa	30785	22553
66971	1256029	Siruguppa	47917	41802
66975	1252753	Yelbarga	12023	11036
66976	1279335	Adoni	163631	154588
66980	2249222	Louga	67154	72922
66994	1261810	Naregal	17403	14429
66999	1611492	"Bua Yai"	16832	18918
67001	1273795	Cumbum	22653	13361
67003	1261667	Navalgund	23208	21453
67015	1254795	Tekkalakote	25530	22792
67020	1261045	Ongole	172872	146861
67033	78977	"Al Mahwit"	10593	16782
67035	1261927	Nandyal	165337	142151
67036	1721906	"Cabanatuan City"	220250	183959
67037	2448245	Abalak	13555	12123
67041	1276416	Betamcherla	35417	29769
67048	3523590	Mapastepec	16082	21276
67049	372753	Kassala	401477	365577
67050	3604251	Olanchito	25969	27750
67051	1278973	Alnavar	16926	244278
67052	1268214|1271662	Gangawati|Kampli	142891	126785
67054	3598119	Coban	53375	43601
67057	1278540	Annigeri	25753	25652
67058	1271850	Gadag	162569	151585
67076	1272722	Dhone	39689	42481
67081	1268059	Kanigiri	25045	26797
67084	1271213	Giddalur	28142	26503
67085	3522926	"Motozintla de Mendoza"	19092	18457
67088	1605221	"Uthai Thani"	22219	17756
67092	1266154	Koppal	60868	55139
67093	1682812|1688949	"San Miguel|Tarlac City"	202512	51225
67102	1269920	Hubli	840214	269027
67103	1277330	Banganapalle	25325	27109
67109	1269935	Hospet	197846	160307
67111	343300	Asmara	563930	437744
67112	3595416	Huehuetenango	79426	60099
67114	1713226	Gapan	79064	19072
67117	1262553	Mulgund	18928	17292
67136	1265607	Kundgol	17617	16682
67142	1606378	Satuek	11481	15962
67151	3600327|3601782|3603330|3607511|3610613|3613394|3613533	"Choloma|Cofradia|El Progreso|La Lima|Potrerillos|San Pedro Sula|Villanueva"	842962	871731
67153	1256176	Singarayakonda	17796	23040
67154	1607730	"Phibun Mangsahan"	19883	15592
67157	1273574	Dandeli	52295	38626
67158	1256483	Shirhatti	16604	15198
67161	1268111	Kandukur	53662	49225
67171	3575635	Roseau	16571	37322
67173	365137|379252	Khartoum|Omdurman	3174647	3957463
67175	1262516	Mundargi	21826	19710
67182	1268434	Kalghatgi	15428	13485
67191	1611424	"Chai Badan"	25196	23483
67194	1255131|1255844|1256796|1257347|1257476|1259098|1259429|1260607|1261660|1263580|1264588|1272646|1273367|1273784|1273788|1273793|1273847|1273858|1274961|1276472|1277353|7302453	Bandora|Benaulim|Calangute|Cavelossim|Colva|Cuncolim|Curchorem|Curti|Davorlim|Dicholi|Madgaon|Mapuca|Navelim|Panaji|Ponda|Quepem|Sancoale|Sanquelim|Serula|Solim|Taleigao|Vagator	461686	929486
67195	70979|71137|71273	Sahar|Sanaa|Sayyan	2038714	1418185
67200	2376719	Selibabi	18424	38458
67202	1270670	Guntakal	120964	109863
67203	1611416	"Chai Nat"	15469	34569
67214	3600195	Yoro	15774	15584
67216	1265201	Lakshmeshwar	35140	32702
67218	2248409	Mekhe	19242	17718
67220	1276509	Bellary	336681	310651
67223	7828758	Saipan	48220	56155
67238	1605069|1605245	"Ubon Ratchathani|Warin Chamrap"	165635	153309
67239	1568770	"Quang Ngai"	32992	120911
67241	3590616	Salama	40000	13356
67244	1606239	"Si Sa Ket"	44751	41303
67245	1654379	Pakxe	88332	72580
67250	3526855	Huixtla	29257	29605
67255	3607986	"La Entrada"	14705	12850
67257	339537	Dek'emhare	10959	11503
67263	3589404	"Santa Cruz del Quiche"	23618	36694
67267	1269849	Huvinabadgalli	25311	22138
67273	1257456	Sandur	29016	29327
67275	1256539	Shiggaon	26118	22625
67281	77408	Bajil	48218	56288
67282	1256967	Savanur	37819	34565
67285	3589626|3589805	"San Marcos|San Pedro Sacatepequez"	65109	48270
67286	3587587	Zacapa	36088	21040
67288	1611453	Buriram	28283	40721
67290	2439155	Tanout	15204	16892
67292	1262510	Mundgod	17000	15579
67294	1253698	Uravakonda	33495	31456
67296	3601691	"Santa Barbara"	15119	15979
67303	3374333	Praia	113364	93528
67305	1682537|1687687|1688425|1689129|1690039|1695583|1699805|1704703|1715169|1720034|1722930|1730413|1730737	"Angeles City|Apalit|Bulaon|Calumpit|Del Pilar|Mabalacat|Mexico|Pandacaqui|San Fernando|San Luis|San Simon|Santol|Telabastagan"	1536793	753711
67310	1255254	Tadpatri	93044	85352
67311	1267394	Kavali	83352	77450
67312	3592753	Malacatan	14923	15151
67313	1265795	Kudligi	22975	19636
67315	1610940	"Det Udom"	35669	31034
67317	2439376	Tahoua	80425	33364
67331	345046	"Adi Keyh"	13061	12773
67346	3588258|3590219|3590520|3590605|3590979|3591997|3594703|3599069|3599793	"Almolonga|Cantel|La Esperanza|Ostuncalco|Quetzaltenango|Salcaja|San Andres Xecul|San Francisco El Alto|Totonicapan"	363887	264802
67347	1269323	Jammalamadugu	43870	39636
67348	1606270	"Sing Buri"	20046	62304
67352	1265905	Kotturu	24004	22350
67353	3598465	Chiquimula	41521	35549
67355	1606030	Surin	46673	41681
67361	1711982	Hagonoy	123531	11501
67373	1270171	Haveri	60155	54967
67376	2244322|2248698	Mbake|Touba	603276	105050
67379	1267635	Karwar	64457	59566
67386	1270287	Harpanahalli	44977	40871
67398	2246606	Pout	17752	30905
67401	1685577|1697175	Olongapo|Subic	288842	84748
67405	3516266|3531904	Cacahoatan|Tapachula	212365	191462
67406	1609032	"Lop Buri"	57761	67421
67407	79415	"Al Hudaydah"	617871	283828
67408	1270435	Hangal	26604	23931
67409	3588698|3591750	Panajachel|Solola	58236	36227
67411	2249901	Khombole	12061	14671
67414	2244799	"Thies Nones"	252320	278559
67418	3601494	"Santa Rosa de Copan"	27753	16911
67424	1611135	"Chok Chai"	23337	22803
67425	3598034	Comalapa	20738	20724
67446	1277949	Badvel	16238	17401
67465	379406|379427	"Al Hasaheisa|Al Hilaliyya"	46080	106629
67467	2246678|2251339|2253354|8030383	"Dakar|Grand Dakar|Mermoz Boabab|Pikine"	5717519	2660876
67470	3598122	Coatepeque	45654	39102
67473	1258290	Rayadrug	59968	52821
67475	3591512	Patzun	18704	24058
67479	1728523	Balanga	72954	14352
67485	1613534	"Ban Sam Chuk"	13438	35183
67489	3598129	"Ciudad Tecun Uman"	11432	21550
67495	1275016	Byadgi	27719	25100
67496	3608503	Juticalpa	33686	32984
67501	1607512	"Phra Phutthabat"	57008	77792
67502	1606040|1608529|1948015	"Amphoe Sikhiu|Nakhon Ratchasima|Sung Noen"	251827	436357
67509	2244616	Tiebo	100289	121290
67519	1278551	Ankola	14540	14286
67526	1278672	Anantapur	240442	151982
67527	1259312|1272008	Erraguntla|Proddatur	205671	193571
67530	1610227	Kantharalak	36621	33625
67531	3595237	Jalapa	45834	30628
67533	1256047	Sirsi	61607	57437
67534	1258474	Ranibennur	99105	87696
67537	1608424	"Nang Rong"	21961	20319
67550	1268277	Kamalapuram	14677	15696
67569	3601311	Siguatepeque	43141	45641
67570	77726	Ataq	37315	19427
67572	3595783	Esquipulas	20674	16281
67577	76184	Dhamar	160114	115105
67578	7302838	Kalyandurg	29272	28685
67579	3589548|3590858	"Retalhuleu|San Sebastian"	51479	57935
67589	3592609|3597750	Cuyotenango|Mazatenango	54957	54171
67599	244878	Biltine	11000	10686
67601	1612722|1621035	"Ang Thong|Ban Thai Tan"	28168	56118
67604	2446267	Dakoro	19798	18319
67616	1270349	Harihar	78034	74668
67617	1706361	Limay	52824	12600
67618	76991	"Bayt al Faqih"	34204	39868
67621	1269602	Jagalur	15787	14109
67624	2453348	Mopti	108456	94925
67631	78754	"Al Mukalla"	258132	166035
67633	1270036	Hirekerur	16688	14922
67634	1717641	"Cavite City"	115932	61174
67642	2443304	Illela	16678	16983
67660	1606033	"Suphan Buri"	53399	59276
67675	2455518	Kayes	78406	72136
67676	1273800|7302830	Chinnachowk|Cuddapah	191063	298168
67678	3569915|3569970|3570412|3570428|3570429|3570584|3570675|3570785	"Ducos|Fort-de-France|Le Francois|Le Gros-Morne|Le Lamentin|Le Robert|Riviere-Pilote|Saint-Joseph"	231472	377024
67680	1265645	Kumta	27999	27541
67683	1700868	Mariveles	84567	24576
67693	3587902|3587923|3588653|3589101|3589253|3589285|3589452|3589627|3589852|3589885|3589977|3590529|3591415|3591574|3591833|3591851|3592519|3595171|3596041|3598128|3598132|3598529|3598572|3599699|3599735	"Amatitlan|Antigua Guatemala|Chimaltenango|Chinautla|Ciudad Vieja|El Tejar|Guatemala City|Jocotenango|Mixco|Palencia|Palin|Pastores|Petapa|San Andres Itzapa|San Jose Pinula|San Juan Sacatepequez|San Lucas Sacatepequez|San Pedro Sacatepequez|Santa Catarina"	2930102	2367161
67698	1272842	Dharmavaram	114050	100938
67699	1259264	Pulivendla	33615	36014
67700	1261529|1265888	Kovur|Nellore	439758	480053
67724	3589289	"Santa Lucia Cotzumalguapa"	62097	33097
67734	2444995	Filingue	11677	11087
67736	1605509|1606418|1608057|1608239|1610503	"Kaeng Khoi|Nong Khae|Pak Chong|Saraburi|Tha Ruea"	207277	273021
67737	1578500	"Kon Tum"	47409	69203
67739	3584384	Metapan	19143	21323
67741	3599639	"Asuncion Mita"	15608	14271
67743	2246608	Pourham	24146	27457
67746	3607254|3613321	"Comayagua|La Paz"	76339	83088
67753	3591093	Tiquisate	18189	16314
67754	364103	"Wad Medani"	332714	383060
67757	3599582	Barberena	30539	13157
67758	3595069	Jutiapa	34332	18802
67762	69559	Yarim	33050	38504
67763	1269976	Honavar	18392	17587
67765	3597804	Cuilapa	16484	10844
67769	345149	Adigrat	65000	52605
67771	1274862	Challakere	53506	48081
67775	1256537	Shikarpur	33273	30997
67777	1688253	"Santa Cruz"	108145	49567
67781	2251230	Guinguineo	15395	13525
67789	3595803	Escuintla	103165	95181
67790	379149	"Al Manaqil"	128297	101812
67794	1269970	Honnali	16753	14617
67795	1274056	Chitradurga	138587	120116
67796	2438678	Tillaberi	19262	17794
67797	1608539	"Nakhon Nayok"	21309	19517
67801	1258922	Rajampet	31079	33333
67805	2251084	Joal-Fadiout	36735	30266
67806	1257851	Sagar	53150	49385
67810	69500	Zabid	52590	61357
67816	1270791	Gudur	74851	68133
67821	344420	Aksum	41249	38232
67824	2428394	Mao	18031	17125
67826	1694290	Patuto	52883	23527
67827	1716287	Daet	78142	54398
67830	1268673	Kadiri	81498	75203
67831	2361177	Djibo	22223	19653
67832	1260014	Pavagada	32063	27065
67834	1682478|1682598|1683013|1683340|1684308|1686547|1687534|1687894|1688749|1689056|1689286|1689395|1689954|1692184|1692192|1692520|1692565|1692872|1693239|1694914|1695462|1697376|1697486|1699205|1699296|1699802|1700917|1701668|1701879|1701966|1702372|170254	"Angono|Antipolo|Bagong Pagasa|Balagtas|Baliuag|Baras|Bay|Bocaue|Bulacan|Bulihan|Bustos|Cainta|Calamba|Calumpang|Cardona|Carmona|Dasmarinas|Del Monte|General Trias|Guiguinto|Guyong|Imus|Kawit|Loma de Gato|Los Banos|Makati City|Malanday|Malolos|Mamatid|Man"	21269428	14643487
67836	2251007	Kaffrine	28396	25897
67837	2441530	Madaoua	24804	23666
67840	1259905	Penukonda	20220	21645
67842	1293625	Dawei	136783	101137
67846	1688830	"San Pablo"	207577	69893
67855	1258291	Rayachoti	81433	59268
67860	1607280	"Prachin Buri"	32600	25155
67862	1698030	Nasugbu	62857	20426
67864	379062	"Al Qadarif"	363945	298008
67865	3587091	Chalatenango	19364	21536
67868	2361082	Dori	37806	30463
67869	1269990	Holalkere	15480	13910
67870	3612907	Danli	44799	38704
67872	372386	Kinana	26233	39220
67873	1274642	Channagiri	20376	16965
67880	3617154	Bilwi	33635	34679
67883	2438855	Tera	21095	18386
67890	3600949	Tegucigalpa	850848	848894
67893	1276067	Bhatkal	31735	32000
67894	2249554	Koungheul	14725	13492
67907	79836	"Al Bayda'"	37821	26737
67909	74477	Ibb	234837	287285
67914	1253251	Venkatagiri	32761	31095
67917	1569684	Pleiku	114225	117382
67922	1270032	Hiriyur	53519	47729
67923	1720751|1728336	Balayan|Calaca	87558	29267
67924	1705357	Lucena	228758	116316
67926	1706090	"Lipa City"	212287	54712
67930	3591060	"Puerto San Jose"	18655	22120
67948	3576812|3576854	Bisee|Castries	32980	66586
67950	3618954	Jalapa	24037	23357
67951	3583334|3587086|3587426	"Ahuachapan|Chalchuapa|Santa Ana"	243045	285627
67953	1261567	Nayudupeta	45769	32041
67955	1685146	Taal	39745	32741
67956	2245241	Sokone	11680	12008
67961	3583158	Sensuntepeque	20386	21256
67972	3610965	"El Paraiso"	18779	14267
67975	1277759	Byndoor	20323	19138
67988	76154	"Dhi as Sufal"	37997	50152
67991	245785	Abeche	74188	81473
67996	2437798	Zinder	191424	184565
68001	2437732	"Birni N Konni"	48103	48597
68003	1269943	Hosdurga	24685	21892
68004	1277909	Bagepalli	24031	18068
68017	2244991	Tambacounda	78800	68527
68018	1270079	Hindupur	133298	123782
68028	2247157	"Nioro du Rip"	20711	18279
68029	2438823	Tessaoua	35775	34291
68030	1256104	Sira	57928	48185
68040	1279161	Ajjampur	10795	10749
68044	1568574	"Qui Nhon"	210338	225768
68047	1256515|1276321	Bhadravati|Shimoga	483453	426961
68049	2440921	Mirriah	20724	18989
68054	3583098|3583102|3585473	Izalco|Sonsonate|Sonzacate	94111	127549
68055	1255483	Suluru	38065	40821
68056	1254880	Tarikere	37848	33183
68058	1254396	Tirthahalli	15422	13793
68061	3583747	"San Francisco"	16152	15896
68063	1688795|1725991|1726280	"Batangas|Bauan|San Pascual"	310325	217590
68068	1606807|1621020	"Aranyaprathet|Sa Kaeo"	48733	41258
68076	1264553	Madhugiri	28124	25701
68081	1611439	Chachoengsao	49741	49737
68091	3583178	"San Vicente"	41504	40974
68093	2445553	Dogondoutchi	31767	31894
68097	379555	"El Fasher"	252609	220700
68100	1698829|1704002	Magarao|Naga	190136	114371
68102	3583214	"Santa Rosa de Lima"	13249	14773
68103	3617448	Ocotal	33928	30715
68111	1275488	Birur	23493	22280
68112	1254360|1254373|1258213|1261844|7302805	Akkarampalle|Narasingapuram|Renigunta|Tirumala|Tirupati	325929	288469
68120	2454955	Kolokani	48774	37601
68121	1271459	Gauribidanur	32447	30139
68123	3582790|3583096|3583183|3583361|3583480|3583981|3584257|3584399|3585484|3585636|3586814|3586833|3586977|3586985|3587308|3587333|3587345|3587362|3587428	"Aguilares|Antiguo Cuscatlan|Apopa|Armenia|Ayutuxtepeque|Ciudad Arce|Cojutepeque|Cuscatancingo|Delgado|Guazapa|Ilopango|Mejicanos|Quezaltepeque|San Marcos|San Salvador|Santa Tecla|Santo Tomas|Soyapango|Zaragoza"	1682687	2404287
68135	3587498	Acajutla	22763	54047
68136	70225	Ta`izz	615222	608314
68141	1822207	Sisophon	23218	81954
68142	2357043	Ouahigouya	61096	56336
68143	2413515	Farafenni	29867	29511
68144	2460546	Banamba	30591	26808
68145	1273834	Coondapoor	28491	92482
68146	1268662	Kadur	32935	30222
68149	1264621	Madanapalle	108593	95783
68156	1150954	Ratchaburi	92448	82900
68162	1266126	Koratagere	14445	12403
68170	376332	Doka	19821	30403
68181	3582805	Zacatecoluca	39613	46569
68182	3585398	Jucuapa	10601	14990
68185	3585157	"La Libertad"	16855	21029
68186	2448024	Aguie	13152	11983
68187	331180	Mekele	215546	223172
68191	2441291	Maradi	163487	162965
68199	3583199	"Santiago de Maria"	15032	15095
68200	3616232	Somoto	20316	16773
68227	1260830	Pakala	24680	26332
68235	1681676	Tiwi	16826	10134
68241	3583446	"San Miguel"	161880	170785
68242	2440485	Niamey	774235	542405
68245	2451478	Segou	92552	133804
68246	379303	Geneina	162981	144347
68248	3601977	"San Lorenzo"	22289	15469
68253	2441217	Matamey	16844	18767
68254	1259123|1261832	Narayanavanam|Puttur	42418	39764
68256	370838	Maiurno	28727	36954
68257	379416	"Al Hawatah"	24513	38255
68258	1274243	"Chik Ballapur"	57831	54298
68261	1274219	Chiknayakanhalli	24292	21783
68262	1270718	Gummidipundi	16605	29070
68275	1274129	Chintamani	71798	64007
68278	1698921|1710544	"Iriga City|Nabua"	120533	56307
68281	1256363	Sidlaghatta	49114	39173
68282	1606586	"Samut Songkhram"	35065	48448
68297	1259228	Punganuru	48865	43154
68298	1822214	"Siem Reap"	139458	91488
68300	2411880|2413920	Bakau|Sukuta	58229	480061
68304	3582883|3583379	"San Rafael Oriente|Usulutan"	71005	79483
68318	2445704	Diffa	27948	25169
68322	1255631	Srinivaspur	25760	22187
68340	2359142	Kongoussi	26338	19809
68341	1270824	Gubbi	17983	16511
68354	3613528	"Ciudad Choluteca"	75872	73183
68355	378271	"As Suki"	33524	43086
68356	1274220	Chikmagalur	121484	96472
68357	1278354	Arsikere	44269	42233
68360	4038659|4038794|4043909|7268049	"Dededo Village|Mangilao Village|Tamuning-Tumon-Harmon Village|Yigo Village"	100358	150839
68362	2413818	"Basse Santa Su"	14380	19531
68363	1254089	Tumkur	307359	243953
68365	2426370	"Oum Hadjer"	19271	17392
